tracking_number,origin,destination,carrier,transit_days,quantity,total_cost,weather_risk_score,traffic_risk_score,supplier_reliability,delayed,actual_delay_days
TRK-253023,Shanghai Port (CN),Port of Long Beach (US),OceanNet Logistics,32,450,4153.29,0.84,0.92,0.8,1,11.1
TRK-389366,Shenzhen Port (CN),Port of New York (US),OceanNet Logistics,27,933,7642.09,0.18,0.19,0.93,0,0.0
TRK-920685,Shanghai Port (CN),Port of New York (US),FedEx Supply Chain,29,1560,6225.99,0.38,0.74,0.94,1,7.7
TRK-358568,Rotterdam (NL),Port of Vancouver (CA),OceanNet Logistics,14,478,3712.99,0.49,0.86,0.96,1,4.0
TRK-722651,Yokohama (JP),Port of Long Beach (US),OceanNet Logistics,24,998,6950.82,0.23,0.77,0.95,0,0.0
TRK-212168,Ningbo-Zhoushan (CN),Port of New York (US),Maersk Line,13,1208,3058.52,0.18,0.53,0.87,0,0.0
TRK-514913,Hamburg Port (DE),Port of Oakland (US),OceanNet Logistics,34,1800,9129.09,0.5,0.28,0.9,0,0.0
TRK-943135,Singapore (SG),Port of New York (US),OceanNet Logistics,31,970,6209.51,0.91,0.86,0.91,1,12.4
TRK-450996,Shenzhen Port (CN),Port of Vancouver (CA),Global Freight Air,24,2133,6607.41,0.24,0.34,0.94,0,0.0
TRK-242736,Hamburg Port (DE),Port of New York (US),Global Freight Air,5,918,1749.88,0.6,0.13,0.89,0,0.0
TRK-829066,Ningbo-Zhoushan (CN),Port of Seattle (US),FedEx Supply Chain,34,2408,7468.39,0.08,0.16,0.88,0,0.0
TRK-286266,Shenzhen Port (CN),Port of New York (US),FedEx Supply Chain,24,1538,6388.77,0.83,0.52,0.89,1,9.0
TRK-870571,Rotterdam (NL),Port of Vancouver (CA),OceanNet Logistics,24,431,3111.72,0.92,0.88,0.92,1,7.8
TRK-703853,Singapore (SG),Port of Long Beach (US),FedEx Supply Chain,16,748,2220.16,0.6,0.91,0.96,1,6.9
TRK-494322,Hamburg Port (DE),Port of Seattle (US),FedEx Supply Chain,21,313,5257.6,0.77,0.4,0.82,1,5.2
TRK-219420,Yokohama (JP),Port of Long Beach (US),Global Freight Air,27,627,4170.92,0.46,0.82,0.87,1,6.8
TRK-672133,Ningbo-Zhoushan (CN),Port of Vancouver (CA),Global Freight Air,25,500,4796.36,0.37,0.53,0.87,0,0.0
TRK-128223,Rotterdam (NL),Port of Seattle (US),DHL Express,25,1563,6052.7,0.81,0.8,0.82,1,8.4
TRK-559753,Singapore (SG),Port of New York (US),Maersk Line,33,2073,6864.66,0.76,0.49,0.8,1,8.5
TRK-958747,Singapore (SG),Port of Seattle (US),OceanNet Logistics,14,443,2873.68,0.2,0.46,0.79,0,0.0
TRK-245939,Rotterdam (NL),Port of New York (US),DHL Express,20,1130,4770.54,0.55,0.37,0.83,0,0.0
TRK-364955,Rotterdam (NL),Port of Long Beach (US),OceanNet Logistics,22,2375,4510.45,0.5,0.3,0.91,0,0.0
TRK-927406,Shenzhen Port (CN),Port of Los Angeles (US),OceanNet Logistics,13,536,2576.15,0.75,0.35,0.86,1,3.9
TRK-726979,Shenzhen Port (CN),Port of Oakland (US),OceanNet Logistics,6,336,1266.4,0.84,0.37,0.91,1,3.2
TRK-660324,Yokohama (JP),Port of Vancouver (CA),OceanNet Logistics,33,1859,7343.22,0.12,0.23,0.97,0,0.0
TRK-670053,Shanghai Port (CN),Port of New York (US),Global Freight Air,26,2172,4470.6,0.16,0.87,0.84,1,7.0
TRK-722665,Rotterdam (NL),Port of Los Angeles (US),Maersk Line,12,1015,3410.23,0.23,0.15,0.81,0,0.0
TRK-906306,Ningbo-Zhoushan (CN),Port of Vancouver (CA),FedEx Supply Chain,15,532,3553.95,0.32,0.19,0.78,0,0.0
TRK-274418,Rotterdam (NL),Port of Oakland (US),Maersk Line,9,640,1679.69,0.07,0.14,0.82,0,0.0
TRK-690579,Rotterdam (NL),Port of Vancouver (CA),OceanNet Logistics,22,158,4441.49,0.38,0.15,0.95,0,0.0
TRK-889245,Hamburg Port (DE),Port of Seattle (US),Maersk Line,9,661,1843.72,0.94,0.21,0.9,1,3.2
TRK-111060,Shanghai Port (CN),Port of New York (US),DHL Express,11,1201,3393.58,0.23,0.72,0.99,0,0.0
TRK-635482,Rotterdam (NL),Port of Oakland (US),Global Freight Air,20,1209,6223.19,0.06,0.71,0.96,0,0.0
TRK-708717,Rotterdam (NL),Port of Oakland (US),DHL Express,32,945,5528.46,0.56,0.63,0.79,1,9.2
TRK-567432,Hamburg Port (DE),Port of Seattle (US),OceanNet Logistics,21,611,3423.22,0.85,0.06,0.96,0,0.0
TRK-909859,Rotterdam (NL),Port of Oakland (US),Global Freight Air,16,1360,4539.53,0.51,0.5,0.73,1,5.0
TRK-258067,Hamburg Port (DE),Port of Los Angeles (US),OceanNet Logistics,34,1076,6323.99,0.13,0.28,0.73,0,0.0
TRK-209627,Hamburg Port (DE),Port of Seattle (US),Maersk Line,28,2427,8904.93,0.05,0.62,0.74,0,0.0
TRK-221707,Singapore (SG),Port of Vancouver (CA),DHL Express,22,655,6223.84,0.6,0.05,0.96,0,0.0
TRK-465249,Hamburg Port (DE),Port of New York (US),OceanNet Logistics,15,845,4358.69,0.28,0.35,0.82,0,0.0
TRK-922366,Ningbo-Zhoushan (CN),Port of Oakland (US),OceanNet Logistics,28,717,7247.09,0.27,0.89,0.73,1,7.3
TRK-465219,Shenzhen Port (CN),Port of Los Angeles (US),OceanNet Logistics,12,2210,3067.06,0.77,0.69,0.76,1,4.9
TRK-857065,Rotterdam (NL),Port of Seattle (US),FedEx Supply Chain,32,1585,9396.15,0.11,0.37,0.85,0,0.0
TRK-170437,Hamburg Port (DE),Port of Los Angeles (US),Maersk Line,10,767,2196.5,0.4,0.92,0.75,1,4.1
TRK-123682,Singapore (SG),Port of New York (US),Maersk Line,12,934,3298.56,0.24,0.25,0.91,0,0.0
TRK-810032,Singapore (SG),Port of Long Beach (US),DHL Express,13,1427,2831.5,0.22,0.06,0.73,0,0.0
TRK-641058,Ningbo-Zhoushan (CN),Port of Oakland (US),DHL Express,29,2266,6185.43,0.15,0.4,0.71,0,0.0
TRK-447067,Yokohama (JP),Port of Seattle (US),OceanNet Logistics,32,312,9190.14,0.84,0.48,0.85,1,8.8
TRK-343118,Singapore (SG),Port of Seattle (US),DHL Express,22,1582,4571.66,0.83,0.36,0.96,1,8.5
TRK-295440,Rotterdam (NL),Port of Vancouver (CA),OceanNet Logistics,6,812,1870.18,0.8,0.92,0.92,1,4.6
TRK-514798,Shanghai Port (CN),Port of Vancouver (CA),Global Freight Air,5,722,1796.11,0.77,0.51,0.72,1,3.3
TRK-306909,Shenzhen Port (CN),Port of Oakland (US),OceanNet Logistics,34,1675,5281.68,0.53,0.13,0.79,0,0.0
TRK-507723,Shanghai Port (CN),Port of Vancouver (CA),DHL Express,27,1877,6787.47,0.83,0.84,0.8,1,8.4
TRK-315780,Hamburg Port (DE),Port of Vancouver (CA),Maersk Line,28,1425,6890.57,0.07,0.62,0.75,0,0.0
TRK-705393,Shanghai Port (CN),Port of Oakland (US),DHL Express,12,520,2461.13,0.52,0.78,0.8,1,5.1
TRK-483561,Hamburg Port (DE),Port of Long Beach (US),OceanNet Logistics,24,1497,4703.12,0.89,0.7,0.87,1,9.2
TRK-219490,Hamburg Port (DE),Port of Vancouver (CA),OceanNet Logistics,14,214,3059.56,0.37,0.12,0.76,0,0.0
TRK-653349,Rotterdam (NL),Port of New York (US),Global Freight Air,21,332,4299.96,0.1,0.08,0.91,0,0.0
TRK-507517,Yokohama (JP),Port of Seattle (US),Global Freight Air,26,263,4324.25,0.72,0.2,0.76,1,7.0
TRK-219781,Hamburg Port (DE),Port of New York (US),OceanNet Logistics,34,879,8016.49,0.64,0.79,0.82,1,9.3
TRK-747351,Ningbo-Zhoushan (CN),Port of Vancouver (CA),FedEx Supply Chain,26,1600,7490.04,0.69,0.06,0.85,0,0.0
TRK-744333,Yokohama (JP),Port of Los Angeles (US),DHL Express,31,666,6593.44,0.45,0.91,0.97,1,8.8
TRK-428399,Shanghai Port (CN),Port of Long Beach (US),FedEx Supply Chain,27,444,4585.3,0.47,0.46,0.87,1,6.6
TRK-222629,Ningbo-Zhoushan (CN),Port of New York (US),DHL Express,12,562,3371.19,0.6,0.22,0.88,0,0.0
TRK-635638,Shenzhen Port (CN),Port of Seattle (US),Global Freight Air,18,764,4514.58,0.79,0.92,0.96,1,7.6
TRK-244564,Yokohama (JP),Port of Seattle (US),OceanNet Logistics,32,1980,10116.71,0.71,0.51,0.99,1,8.5
TRK-294776,Shenzhen Port (CN),Port of Vancouver (CA),Global Freight Air,27,697,5259.65,0.73,0.67,0.99,1,7.9
TRK-827117,Rotterdam (NL),Port of Long Beach (US),Global Freight Air,34,1259,9583.54,0.67,0.84,0.76,1,12.5
TRK-274971,Shenzhen Port (CN),Port of New York (US),DHL Express,21,1331,5082.03,0.33,0.51,0.97,0,0.0
TRK-296187,Hamburg Port (DE),Port of Seattle (US),Global Freight Air,30,602,4932.96,0.43,0.4,0.97,0,0.0
TRK-156215,Singapore (SG),Port of New York (US),Maersk Line,22,1074,6902.93,0.47,0.1,0.78,0,0.0
TRK-608149,Ningbo-Zhoushan (CN),Port of Long Beach (US),OceanNet Logistics,26,1441,6090.71,0.76,0.49,0.75,1,9.0
TRK-688861,Yokohama (JP),Port of Vancouver (CA),OceanNet Logistics,14,943,3367.44,0.65,0.39,0.98,0,0.0
TRK-529008,Rotterdam (NL),Port of Seattle (US),OceanNet Logistics,33,1075,8719.82,0.28,0.64,0.76,1,7.1
TRK-844638,Singapore (SG),Port of Seattle (US),OceanNet Logistics,6,2009,2207.45,0.55,0.81,0.99,1,3.6
TRK-275377,Shanghai Port (CN),Port of Oakland (US),Maersk Line,34,2170,7531.92,0.6,0.42,0.71,1,8.7
TRK-934541,Singapore (SG),Port of Long Beach (US),FedEx Supply Chain,16,227,4553.61,0.29,0.78,0.72,1,5.6
TRK-134283,Hamburg Port (DE),Port of Long Beach (US),Global Freight Air,31,2462,10151.96,0.25,0.45,0.93,0,0.0
TRK-402692,Ningbo-Zhoushan (CN),Port of Seattle (US),Global Freight Air,13,801,3822.67,0.61,0.54,0.92,1,5.8
TRK-878586,Singapore (SG),Port of Seattle (US),Global Freight Air,7,2328,2810.14,0.23,0.49,0.98,0,0.0
TRK-635618,Shanghai Port (CN),Port of Oakland (US),Maersk Line,20,1418,3861.24,0.11,0.69,0.77,0,0.0
TRK-380901,Singapore (SG),Port of Oakland (US),FedEx Supply Chain,21,392,4332.0,0.18,0.52,0.98,0,0.0
TRK-668373,Singapore (SG),Port of Los Angeles (US),OceanNet Logistics,11,2372,5609.31,0.08,0.64,0.78,0,0.0
TRK-672892,Ningbo-Zhoushan (CN),Port of Seattle (US),Maersk Line,32,1658,9530.63,0.24,0.84,0.71,1,7.4
TRK-871740,Singapore (SG),Port of Vancouver (CA),DHL Express,33,1251,8967.54,0.24,0.53,0.91,0,0.0
TRK-412170,Singapore (SG),Port of Los Angeles (US),OceanNet Logistics,8,1966,3561.02,0.66,0.87,0.91,1,5.3
TRK-375581,Hamburg Port (DE),Port of Los Angeles (US),OceanNet Logistics,11,2376,4752.76,0.88,0.06,0.72,0,0.0
TRK-223088,Singapore (SG),Port of Long Beach (US),DHL Express,11,425,1735.96,0.69,0.61,0.98,1,5.0
TRK-950083,Rotterdam (NL),Port of Oakland (US),FedEx Supply Chain,33,1727,10413.79,0.68,0.65,0.77,1,11.1
TRK-845279,Yokohama (JP),Port of Vancouver (CA),OceanNet Logistics,15,580,3280.74,0.32,0.28,0.71,0,0.0
TRK-274044,Yokohama (JP),Port of Long Beach (US),DHL Express,31,1562,5517.64,0.84,0.58,0.88,1,9.7
TRK-953047,Ningbo-Zhoushan (CN),Port of Los Angeles (US),Global Freight Air,26,1799,5454.46,0.64,0.36,0.92,1,7.4
TRK-467856,Yokohama (JP),Port of New York (US),Global Freight Air,5,2417,2102.73,0.93,0.79,0.72,1,3.5
TRK-664939,Ningbo-Zhoushan (CN),Port of New York (US),FedEx Supply Chain,12,1467,3779.07,0.87,0.84,0.85,1,5.5
TRK-403387,Yokohama (JP),Port of New York (US),Global Freight Air,21,2288,3840.8,0.76,0.46,0.79,1,6.5
TRK-812296,Singapore (SG),Port of Los Angeles (US),DHL Express,21,1729,6647.83,0.08,0.74,0.96,0,0.0
TRK-886530,Singapore (SG),Port of Seattle (US),Maersk Line,12,2324,5050.18,0.24,0.52,0.84,0,0.0
TRK-390794,Singapore (SG),Port of Vancouver (CA),DHL Express,14,991,4531.09,0.33,0.83,0.92,1,4.2
TRK-835499,Singapore (SG),Port of Long Beach (US),DHL Express,10,420,2511.23,0.23,0.38,0.85,0,0.0
TRK-253347,Rotterdam (NL),Port of New York (US),DHL Express,23,2323,6897.12,0.75,0.74,0.98,1,7.2
TRK-898462,Singapore (SG),Port of Vancouver (CA),OceanNet Logistics,10,2415,4198.3,0.42,0.17,0.89,0,0.0
TRK-613234,Ningbo-Zhoushan (CN),Port of Oakland (US),FedEx Supply Chain,22,413,4377.02,0.6,0.28,0.82,0,0.0
TRK-758309,Shenzhen Port (CN),Port of Seattle (US),OceanNet Logistics,6,370,1566.45,0.86,0.29,0.82,1,5.2
TRK-179184,Rotterdam (NL),Port of Los Angeles (US),OceanNet Logistics,14,1545,4996.82,0.13,0.83,0.79,0,0.0
TRK-640659,Rotterdam (NL),Port of New York (US),FedEx Supply Chain,28,613,5525.15,0.28,0.34,0.74,0,0.0
TRK-576782,Shenzhen Port (CN),Port of New York (US),Global Freight Air,15,1188,3803.33,0.36,0.72,0.96,0,0.0
TRK-102593,Singapore (SG),Port of Vancouver (CA),Maersk Line,28,889,7466.73,0.3,0.63,0.95,0,0.0
TRK-866437,Shenzhen Port (CN),Port of Vancouver (CA),FedEx Supply Chain,15,123,3299.01,0.6,0.52,0.95,1,3.7
TRK-991401,Shanghai Port (CN),Port of Oakland (US),OceanNet Logistics,10,1873,4430.29,0.07,0.52,0.85,0,0.0
TRK-328411,Shenzhen Port (CN),Port of Long Beach (US),OceanNet Logistics,26,1418,6711.09,0.24,0.77,0.93,1,6.7
TRK-381581,Hamburg Port (DE),Port of New York (US),FedEx Supply Chain,14,525,3663.33,0.37,0.78,0.79,1,5.4
TRK-673896,Yokohama (JP),Port of Long Beach (US),Global Freight Air,11,1066,2503.14,0.46,0.79,0.97,1,4.9
TRK-993829,Shenzhen Port (CN),Port of New York (US),Maersk Line,8,2015,3318.98,0.26,0.69,0.94,0,0.0
TRK-148174,Shanghai Port (CN),Port of Vancouver (CA),OceanNet Logistics,15,1836,4220.4,0.27,0.47,0.87,0,0.0
TRK-117072,Shanghai Port (CN),Port of Long Beach (US),OceanNet Logistics,23,586,4941.04,0.59,0.13,0.8,0,0.0
TRK-578693,Shanghai Port (CN),Port of Seattle (US),DHL Express,33,480,8780.81,0.46,0.25,0.97,0,0.0
TRK-822040,Ningbo-Zhoushan (CN),Port of Vancouver (CA),FedEx Supply Chain,28,1627,6538.55,0.9,0.05,0.77,1,9.2
TRK-266699,Singapore (SG),Port of New York (US),Maersk Line,5,1590,2702.19,0.82,0.71,0.96,1,3.6
TRK-786385,Hamburg Port (DE),Port of New York (US),Maersk Line,19,2118,4503.93,0.55,0.32,0.73,0,0.0
TRK-489906,Rotterdam (NL),Port of Vancouver (CA),DHL Express,27,335,7082.08,0.57,0.95,0.78,1,8.4
TRK-154302,Shenzhen Port (CN),Port of Vancouver (CA),FedEx Supply Chain,23,681,6550.86,0.54,0.55,0.85,1,7.2
TRK-861253,Rotterdam (NL),Port of Long Beach (US),OceanNet Logistics,12,1789,3357.2,0.78,0.09,0.87,0,0.0
TRK-787326,Shanghai Port (CN),Port of Vancouver (CA),Maersk Line,23,2251,3713.59,0.33,0.58,0.74,0,0.0
TRK-101139,Ningbo-Zhoushan (CN),Port of Seattle (US),Maersk Line,5,376,1126.47,0.71,0.84,0.97,1,4.9
TRK-239145,Yokohama (JP),Port of Long Beach (US),Global Freight Air,20,644,5540.67,0.32,0.41,0.79,0,0.0
TRK-813013,Shenzhen Port (CN),Port of Los Angeles (US),Maersk Line,20,882,5936.94,0.33,0.14,0.85,0,0.0
TRK-829386,Hamburg Port (DE),Port of Los Angeles (US),OceanNet Logistics,17,1933,4650.26,0.76,0.79,0.98,1,7.7
TRK-827744,Ningbo-Zhoushan (CN),Port of Seattle (US),Maersk Line,17,2462,3347.06,0.1,0.65,0.93,0,0.0
TRK-340068,Shenzhen Port (CN),Port of Los Angeles (US),Maersk Line,6,1177,2634.27,0.78,0.77,0.97,1,5.0
TRK-208214,Hamburg Port (DE),Port of New York (US),FedEx Supply Chain,26,1877,5856.1,0.24,0.66,0.82,0,0.0
TRK-243790,Shenzhen Port (CN),Port of Long Beach (US),DHL Express,20,2032,4690.49,0.89,0.38,0.81,1,5.5
TRK-171734,Yokohama (JP),Port of Oakland (US),Maersk Line,15,398,4460.91,0.2,0.16,0.72,0,0.0
TRK-739966,Rotterdam (NL),Port of Long Beach (US),OceanNet Logistics,13,977,2849.83,0.45,0.59,0.72,1,3.9
TRK-468247,Rotterdam (NL),Port of Long Beach (US),DHL Express,20,1482,6549.58,0.07,0.34,0.88,0,0.0
TRK-531709,Yokohama (JP),Port of Vancouver (CA),OceanNet Logistics,34,1198,5492.1,0.87,0.91,0.72,1,12.6
TRK-327797,Shanghai Port (CN),Port of Los Angeles (US),DHL Express,27,1170,4745.23,0.57,0.91,0.85,1,7.6
TRK-888996,Shanghai Port (CN),Port of Oakland (US),OceanNet Logistics,25,926,4385.24,0.22,0.74,0.78,1,7.7
TRK-468611,Shenzhen Port (CN),Port of New York (US),DHL Express,13,429,2766.57,0.9,0.89,0.76,1,5.6
TRK-359822,Hamburg Port (DE),Port of Vancouver (CA),Maersk Line,20,549,4515.32,0.48,0.8,0.92,1,6.6
TRK-360221,Yokohama (JP),Port of Oakland (US),Global Freight Air,30,285,5782.42,0.26,0.23,0.71,0,0.0
TRK-856211,Yokohama (JP),Port of New York (US),Maersk Line,7,1359,1506.03,0.77,0.82,0.84,1,4.0
TRK-989079,Singapore (SG),Port of Vancouver (CA),FedEx Supply Chain,9,2115,2321.85,0.31,0.21,0.81,0,0.0
TRK-315425,Yokohama (JP),Port of Oakland (US),Global Freight Air,31,969,8976.14,0.09,0.24,0.86,0,0.0
TRK-297810,Rotterdam (NL),Port of Seattle (US),FedEx Supply Chain,8,304,1714.77,0.3,0.7,0.95,0,0.0
TRK-777558,Shanghai Port (CN),Port of Long Beach (US),OceanNet Logistics,14,2235,5315.17,0.34,0.74,0.84,1,4.4
TRK-504630,Shanghai Port (CN),Port of Long Beach (US),OceanNet Logistics,30,1836,8801.93,0.09,0.56,0.92,0,0.0
TRK-769077,Yokohama (JP),Port of Los Angeles (US),Global Freight Air,34,1569,9613.87,0.07,0.73,0.84,0,0.0
TRK-112653,Hamburg Port (DE),Port of New York (US),DHL Express,12,1126,3926.35,0.63,0.42,0.78,1,4.3
TRK-505629,Singapore (SG),Port of Oakland (US),OceanNet Logistics,21,1430,6566.65,0.89,0.83,0.82,1,8.9
TRK-483162,Yokohama (JP),Port of Vancouver (CA),DHL Express,34,1586,6268.06,0.59,0.1,0.82,0,0.0
TRK-899776,Shenzhen Port (CN),Port of Los Angeles (US),Maersk Line,26,1039,6924.63,0.8,0.74,0.71,1,8.1
TRK-715895,Shanghai Port (CN),Port of Los Angeles (US),FedEx Supply Chain,24,132,6236.46,0.81,0.32,0.82,1,7.2
TRK-326222,Shanghai Port (CN),Port of Los Angeles (US),OceanNet Logistics,20,2393,6098.97,0.27,0.27,0.72,0,0.0
TRK-631219,Hamburg Port (DE),Port of Vancouver (CA),Global Freight Air,18,1415,5214.13,0.87,0.36,0.88,1,4.6
TRK-904373,Shenzhen Port (CN),Port of Seattle (US),OceanNet Logistics,31,1748,8191.8,0.4,0.36,0.94,0,0.0
TRK-186431,Rotterdam (NL),Port of Oakland (US),Global Freight Air,27,175,4470.61,0.06,0.2,0.88,0,0.0
TRK-745972,Ningbo-Zhoushan (CN),Port of New York (US),Maersk Line,27,2426,4052.39,0.86,0.12,0.96,1,6.4
TRK-424960,Shanghai Port (CN),Port of Oakland (US),DHL Express,8,1314,3257.06,0.41,0.12,0.91,0,0.0
TRK-947312,Ningbo-Zhoushan (CN),Port of Oakland (US),FedEx Supply Chain,8,516,1102.48,0.78,0.28,0.88,0,0.0
TRK-509711,Yokohama (JP),Port of Vancouver (CA),Maersk Line,17,1825,4175.92,0.53,0.65,0.93,1,5.4
TRK-425236,Rotterdam (NL),Port of Seattle (US),DHL Express,13,225,1978.55,0.67,0.76,0.93,1,4.2
TRK-160718,Ningbo-Zhoushan (CN),Port of Los Angeles (US),OceanNet Logistics,31,1963,7258.8,0.47,0.3,0.83,0,0.0
TRK-221620,Shenzhen Port (CN),Port of Oakland (US),Global Freight Air,20,388,4443.68,0.41,0.46,0.7,0,0.0
TRK-157701,Hamburg Port (DE),Port of Vancouver (CA),DHL Express,19,1295,5067.6,0.46,0.35,0.81,0,0.0
TRK-225245,Shanghai Port (CN),Port of Vancouver (CA),DHL Express,6,1406,2807.22,0.06,0.07,0.98,0,0.0
TRK-835575,Shanghai Port (CN),Port of Long Beach (US),OceanNet Logistics,25,461,3701.17,0.88,0.84,0.87,1,7.6
TRK-463546,Yokohama (JP),Port of Oakland (US),FedEx Supply Chain,24,818,4585.1,0.08,0.58,0.85,0,0.0
TRK-275073,Hamburg Port (DE),Port of Long Beach (US),FedEx Supply Chain,26,1138,7583.07,0.48,0.73,0.83,1,6.3
TRK-868538,Shanghai Port (CN),Port of Los Angeles (US),FedEx Supply Chain,14,1954,4640.63,0.64,0.3,0.98,0,0.0
TRK-946313,Shenzhen Port (CN),Port of New York (US),Global Freight Air,16,1176,5879.41,0.22,0.33,0.84,0,0.0
TRK-166974,Hamburg Port (DE),Port of Vancouver (CA),Global Freight Air,13,352,3285.37,0.88,0.42,0.76,1,5.4
TRK-758015,Shanghai Port (CN),Port of Seattle (US),OceanNet Logistics,28,2479,6169.01,0.67,0.56,0.96,1,7.0
TRK-635593,Hamburg Port (DE),Port of Los Angeles (US),OceanNet Logistics,16,2043,3775.09,0.74,0.11,0.84,0,0.0
TRK-694423,Ningbo-Zhoushan (CN),Port of New York (US),DHL Express,22,938,5637.34,0.52,0.74,0.7,1,8.7
TRK-367508,Singapore (SG),Port of Los Angeles (US),Global Freight Air,17,1900,6293.95,0.75,0.64,0.84,1,6.6
TRK-806866,Rotterdam (NL),Port of Los Angeles (US),DHL Express,6,1603,2672.0,0.85,0.51,0.72,1,3.3
TRK-876764,Yokohama (JP),Port of Los Angeles (US),Maersk Line,23,1348,4435.74,0.79,0.58,0.85,1,7.1
TRK-112884,Ningbo-Zhoushan (CN),Port of Los Angeles (US),OceanNet Logistics,10,343,2558.8,0.11,0.83,0.84,0,0.0
TRK-481657,Shenzhen Port (CN),Port of Long Beach (US),DHL Express,23,1196,6050.27,0.17,0.73,0.78,0,0.0
TRK-999138,Shanghai Port (CN),Port of Oakland (US),OceanNet Logistics,33,112,5903.3,0.78,0.37,0.73,1,11.2
TRK-335421,Hamburg Port (DE),Port of Long Beach (US),OceanNet Logistics,18,181,3685.6,0.26,0.42,0.93,0,0.0
TRK-855276,Hamburg Port (DE),Port of New York (US),Maersk Line,33,807,9205.96,0.58,0.39,0.85,1,9.0
TRK-699298,Hamburg Port (DE),Port of Los Angeles (US),Global Freight Air,7,1817,3508.84,0.85,0.29,0.77,1,3.8
TRK-806033,Shanghai Port (CN),Port of Long Beach (US),DHL Express,10,1237,3389.68,0.84,0.12,0.97,0,0.0
TRK-943409,Yokohama (JP),Port of Los Angeles (US),OceanNet Logistics,23,897,5016.49,0.73,0.43,0.97,1,8.4
TRK-172274,Shenzhen Port (CN),Port of New York (US),FedEx Supply Chain,27,395,7035.98,0.14,0.15,0.73,0,0.0
TRK-443199,Shanghai Port (CN),Port of Oakland (US),OceanNet Logistics,11,1086,3870.7,0.44,0.54,0.98,0,0.0
TRK-108356,Hamburg Port (DE),Port of Long Beach (US),FedEx Supply Chain,32,1344,5836.48,0.9,0.43,0.7,1,9.9
TRK-691194,Singapore (SG),Port of New York (US),Global Freight Air,32,1452,7310.76,0.18,0.68,0.75,0,0.0
TRK-354367,Shenzhen Port (CN),Port of New York (US),Global Freight Air,29,1010,8278.53,0.07,0.59,0.9,0,0.0
TRK-617326,Singapore (SG),Port of Long Beach (US),Global Freight Air,9,1097,2103.97,0.53,0.2,0.79,0,0.0
TRK-897423,Singapore (SG),Port of Long Beach (US),DHL Express,29,1892,9763.06,0.62,0.41,0.77,1,9.7
TRK-106687,Shenzhen Port (CN),Port of Los Angeles (US),DHL Express,30,339,7753.85,0.34,0.79,0.82,1,7.8
TRK-667851,Hamburg Port (DE),Port of Vancouver (CA),Maersk Line,26,904,5117.19,0.49,0.37,0.79,0,0.0
TRK-451291,Shanghai Port (CN),Port of Vancouver (CA),OceanNet Logistics,8,2435,3082.88,0.44,0.84,0.79,1,2.8
TRK-990247,Rotterdam (NL),Port of Vancouver (CA),FedEx Supply Chain,5,676,1614.43,0.1,0.18,0.88,0,0.0
TRK-208998,Ningbo-Zhoushan (CN),Port of Oakland (US),DHL Express,13,668,2662.48,0.9,0.81,0.91,1,4.5
TRK-540208,Shenzhen Port (CN),Port of Los Angeles (US),DHL Express,29,356,8162.51,0.19,0.49,0.81,0,0.0
TRK-846221,Hamburg Port (DE),Port of Los Angeles (US),Maersk Line,6,2075,2762.67,0.39,0.65,0.72,0,0.0
TRK-342716,Singapore (SG),Port of Oakland (US),OceanNet Logistics,22,1678,6312.16,0.08,0.92,0.85,0,0.0
TRK-834891,Hamburg Port (DE),Port of Seattle (US),Maersk Line,20,2286,3971.42,0.94,0.09,0.89,1,6.0
TRK-708982,Shanghai Port (CN),Port of Oakland (US),DHL Express,28,812,6136.51,0.48,0.68,0.72,1,7.2
TRK-768169,Singapore (SG),Port of Seattle (US),Maersk Line,14,2208,4204.02,0.57,0.24,0.95,0,0.0
TRK-720647,Yokohama (JP),Port of Los Angeles (US),OceanNet Logistics,17,1304,5166.32,0.76,0.88,0.76,1,8.5
TRK-794622,Ningbo-Zhoushan (CN),Port of Long Beach (US),FedEx Supply Chain,15,211,3946.07,0.36,0.43,0.74,0,0.0
TRK-373668,Singapore (SG),Port of New York (US),OceanNet Logistics,7,1996,3270.42,0.75,0.55,0.89,1,2.3
TRK-834764,Singapore (SG),Port of Vancouver (CA),FedEx Supply Chain,20,435,3158.95,0.66,0.21,0.91,0,0.0
TRK-433507,Shenzhen Port (CN),Port of New York (US),DHL Express,27,2210,7232.2,0.54,0.81,0.84,1,8.1
TRK-178315,Ningbo-Zhoushan (CN),Port of Long Beach (US),Global Freight Air,33,1772,6376.24,0.86,0.66,0.88,1,9.6
TRK-214266,Ningbo-Zhoushan (CN),Port of Los Angeles (US),DHL Express,14,1948,3020.24,0.38,0.28,0.9,0,0.0
TRK-571404,Shenzhen Port (CN),Port of New York (US),OceanNet Logistics,23,2128,7169.36,0.81,0.57,0.88,1,7.0
TRK-226601,Yokohama (JP),Port of New York (US),DHL Express,18,1540,5133.79,0.12,0.21,0.87,0,0.0
TRK-573869,Hamburg Port (DE),Port of Seattle (US),FedEx Supply Chain,18,2072,3267.26,0.86,0.67,0.77,1,5.4
TRK-993892,Shanghai Port (CN),Port of Los Angeles (US),DHL Express,16,122,3296.19,0.58,0.51,0.84,1,4.9
TRK-946826,Rotterdam (NL),Port of New York (US),Global Freight Air,29,756,5746.02,0.37,0.51,0.79,0,0.0
TRK-142288,Ningbo-Zhoushan (CN),Port of New York (US),DHL Express,24,1461,5592.01,0.22,0.15,0.88,0,0.0
